fpr,tpr,_exp_1
0.0,0.0,1.83882
0.0,0.0006825938566552901,0.8388199
0.0,0.0013651877133105802,0.83878607
0.0013651877133105802,0.0013651877133105802,0.83874625
0.0013651877133105802,0.0020477815699658703,0.83874017
0.0020477815699658703,0.0020477815699658703,0.83873516
0.0020477815699658703,0.005460750853242321,0.8385937
0.0027303754266211604,0.005460750853242321,0.8385922
0.0027303754266211604,0.010238907849829351,0.83818483
0.0034129692832764505,0.010238907849829351,0.83818126
0.0034129692832764505,0.013651877133105802,0.8380318
0.004095563139931741,0.013651877133105802,0.8380226
0.004095563139931741,0.015017064846416382,0.83798593
0.00477815699658703,0.015017064846416382,0.83797306
0.00477815699658703,0.016382252559726963,0.83791
0.006825938566552901,0.016382252559726963,0.8378317
0.006825938566552901,0.018430034129692834,0.8377806
0.007508532423208191,0.018430034129692834,0.8377788
0.007508532423208191,0.023208191126279865,0.83740515
0.008191126279863481,0.023208191126279865,0.8373796
0.008191126279863481,0.024573378839590442,0.8373357
0.008873720136518772,0.024573378839590442,0.837299
0.008873720136518772,0.025938566552901023,0.8372595
0.00955631399317406,0.025938566552901023,0.8372446
0.00955631399317406,0.027986348122866895,0.83712167
0.010238907849829351,0.027986348122866895,0.8371018
0.010238907849829351,0.032081911262798635,0.8368735
0.010921501706484642,0.032081911262798635,0.8368658
0.010921501706484642,0.03822525597269624,0.83671206
0.011604095563139932,0.03822525597269624,0.83670276
0.011604095563139932,0.039590443686006824,0.83668065
0.012286689419795221,0.039590443686006824,0.83667976
0.012286689419795221,0.040273037542662114,0.83659595
0.012969283276450512,0.040273037542662114,0.8365887
0.012969283276450512,0.041638225255972695,0.8365733
0.013651877133105802,0.041638225255972695,0.8365601
0.013651877133105802,0.048464163822525594,0.83628255
0.014334470989761093,0.048464163822525594,0.8362761
0.014334470989761093,0.050511945392491465,0.83623505
0.015017064846416382,0.050511945392491465,0.8362012
0.015017064846416382,0.07713310580204778,0.83537537
0.015699658703071672,0.07713310580204778,0.83533484
0.015699658703071672,0.08668941979522184,0.83491194
0.017064846416382253,0.08668941979522184,0.83485
0.017064846416382253,0.08805460750853242,0.834792
0.018430034129692834,0.08805460750853242,0.8346985
0.018430034129692834,0.09146757679180888,0.8346363
