fpr,tpr,_exp_2
0.0,0.0,1.842612
0.0,0.0006825938566552901,0.8426121
0.0,0.0027303754266211604,0.8425905
0.0006825938566552901,0.0027303754266211604,0.84258056
0.0006825938566552901,0.011604095563139932,0.8425096
0.0013651877133105802,0.011604095563139932,0.8425092
0.0013651877133105802,0.017064846416382253,0.84247047
0.0020477815699658703,0.017064846416382253,0.84246945
0.0020477815699658703,0.023890784982935155,0.84241104
0.0020477815699658703,0.025255972696245733,0.8424075
0.0027303754266211604,0.025255972696245733,0.8424054
0.0027303754266211604,0.030716723549488054,0.8423452
0.0034129692832764505,0.030716723549488054,0.84233695
0.0034129692832764505,0.0348122866894198,0.8422303
0.004095563139931741,0.0348122866894198,0.842191
0.004095563139931741,0.03686006825938567,0.8421734
0.00477815699658703,0.03686006825938567,0.84216547
0.00477815699658703,0.05597269624573379,0.8418798
0.005460750853242321,0.05597269624573379,0.8418535
0.005460750853242321,0.06484641638225255,0.84163076
0.010921501706484642,0.11262798634812286,0.84161633
0.010921501706484642,0.11331058020477816,0.84156686
0.011604095563139932,0.11331058020477816,0.84156144
0.011604095563139932,0.11535836177474403,0.841089
0.012286689419795221,0.11535836177474403,0.840979
0.012286689419795221,0.11808873720136519,0.8407765
0.014334470989761093,0.11808873720136519,0.8405386
0.014334470989761093,0.11945392491467577,0.84042466
0.015017064846416382,0.11945392491467577,0.8402188
0.015017064846416382,0.12150170648464163,0.8393424
0.016382252559726963,0.12150170648464163,0.8393318
0.016382252559726963,0.12354948805460751,0.8390242
0.018430034129692834,0.12354948805460751,0.8389957
0.018430034129692834,0.12559726962457338,0.838895
0.01911262798634812,0.12559726962457338,0.83887005
0.01911262798634812,0.12627986348122866,0.8384343
0.019795221843003412,0.12627986348122866,0.8383677
0.019795221843003412,0.12832764505119454,0.83829397
0.020477815699658702,0.12832764505119454,0.8382914
0.020477815699658702,0.13378839590443686,0.8380107
0.021160409556313993,0.13378839590443686,0.83800477
0.021160409556313993,0.14129692832764504,0.83749115
0.021843003412969283,0.14129692832764504,0.8374094
0.021843003412969283,0.14948805460750852,0.836708
0.022525597269624574,0.14948805460750852,0.83667606
0.022525597269624574,0.1522184300341297,0.8361778
0.023208191126279865,0.1522184300341297,0.8361178
0.023208191126279865,0.16109215017064846,0.83523536
0.023890784982935155,0.16109215017064846,0.835133
0.023890784982935155,0.16177474402730374,0.8350119
0.024573378839590442,0.16177474402730374,0.83493876
0.024573378839590442,0.16313993174061434,0.8348457
0.025255972696245733,0.16313993174061434,0.8347776
0.025255972696245733,0.16723549488054607,0.8344002
0.026621160409556314,0.16723549488054607,0.83410114
0.026621160409556314,0.1720136518771331,0.8335682
0.028668941979522185,0.1720136518771331,0.8334836
0.028668941979522185,0.17747440273037543,0.8324398
0.030034129692832763,0.17747440273037543,0.8322018
0.030034129692832763,0.18225255972696247,0.8314924
0.030716723549488054,0.18225255972696247,0.8314374
0.030716723549488054,0.18361774744027304,0.8312891
0.031399317406143344,0.18361774744027304,0.83123356
0.031399317406143344,0.18430034129692832,0.83112496
0.032081911262798635,0.18430034129692832,0.83106714
0.032081911262798635,0.18839590443686008,0.8305787
0.032764505119453925,0.18839590443686008,0.8304057
0.032764505119453925,0.19658703071672354,0.8293631
0.034129692832764506,0.19658703071672354,0.8287155
0.034129692832764506,0.19863481228668942,0.82853746
0.0348122866894198,0.19863481228668942,0.8285361
0.0348122866894198,0.20614334470989762,0.8280076
0.03549488054607509,0.20614334470989762,0.8279084
0.03549488054607509,0.20819112627986347,0.82733387
0.03617747440273038,0.20819112627986347,0.82705927
0.03617747440273038,0.21228668941979523,0.8265146
0.03686006825938567,0.21228668941979523,0.8264953
0.03686006825938567,0.22184300341296928,0.8255817
0.03754266211604096,0.22184300341296928,0.82553715
0.03754266211604096,0.22389078498293516,0.82537174
0.040273037542662114,0.22389078498293516,0.82511276
0.040273037542662114,0.2354948805460751,0.824621
0.040955631399317405,0.2354948805460751,0.8245635
0.040955631399317405,0.24505119453924915,0.82398653
0.041638225255972695,0.24505119453924915,0.823939
0.041638225255972695,0.24573378839590443,0.82389766
0.042320819112627986,0.24573378839590443,0.823761
0.042320819112627986,0.24709897610921502,0.82371205
0.043003412969283276,0.24709897610921502,0.82365143
0.043003412969283276,0.2614334470989761,0.82304233
0.04368600682593857,0.2614334470989761,0.8229108
0.04368600682593857,0.2668941979522184,0.82267445
0.04436860068259386,0.2668941979522184,0.8226011
0.04436860068259386,0.2675767918088737,0.82247174
0.04505119453924915,0.2675767918088737,0.8224701
0.04505119453924915,0.27098976109215017,0.8224322
0.04573378839590444,0.27098976109215017,0.82243013
0.04573378839590444,0.27303754266211605,0.8223065
0.04709897610921502,0.27303754266211605,0.8221616
0.04709897610921502,0.2771331058020478,0.8218252
0.04778156996587031,0.2771331058020478,0.8218242
0.04778156996587031,0.2784982935153584,0.8218009
0.048464163822525594,0.2784982935153584,0.82176465
0.048464163822525594,0.27918088737201363,0.8217562
0.050511945392491465,0.27918088737201363,0.82164204
0.050511945392491465,0.28737201365187715,0.8210507
0.051194539249146756,0.28737201365187715,0.82097054
0.051194539249146756,0.2880546075085324,0.8209562
0.05187713310580205,0.2880546075085324,0.82090455
0.05187713310580205,0.29215017064846416,0.82049066
0.05255972696245734,0.29215017064846416,0.8204711
0.05255972696245734,0.29488054607508535,0.8204057
0.05324232081911263,0.29488054607508535,0.8204054
0.05324232081911263,0.29897610921501705,0.8202806
0.05392491467576792,0.29897610921501705,0.8202435
0.05392491467576792,0.30170648464163824,0.8201276
0.05460750853242321,0.30170648464163824,0.82011765
0.05460750853242321,0.3023890784982935,0.82011205
0.0552901023890785,0.3023890784982935,0.8200783
0.0552901023890785,0.30853242320819113,0.8198959
0.05597269624573379,0.30853242320819113,0.81989545
0.05597269624573379,0.30921501706484644,0.81988233
0.05665529010238908,0.30921501706484644,0.81988025
0.05665529010238908,0.3146757679180887,0.8196416
0.05802047781569966,0.3146757679180887,0.81957215
0.05802047781569966,0.31877133105802047,0.8194695
0.05870307167235495,0.31877133105802047,0.8194604
0.05870307167235495,0.32559726962457336,0.81922567
0.060068259385665526,0.32559726962457336,0.8191644
0.060068259385665526,0.3290102389078498,0.81898963
0.06075085324232082,0.3290102389078498,0.8189781
