precision,recall,threshold
0.5138547877937566,1.0,0.07543147
0.5136842105263157,0.9993174061433447,0.0755856
0.5138645138645138,0.9993174061433447,0.0756223
0.5140449438202247,0.9993174061433447,0.075622916
0.5142255005268704,0.9993174061433447,0.07568752
0.5144061841180604,0.9993174061433447,0.07570156
0.5145869947275923,0.9993174061433447,0.075979196
0.5147679324894515,0.9993174061433447,0.07629243
0.5149489975378122,0.9993174061433447,0.07644344
0.5151301900070373,0.9993174061433447,0.07654516
0.515311510031679,0.9993174061433447,0.076607704
0.5154929577464789,0.9993174061433447,0.07662061
0.5156745332863685,0.9993174061433447,0.07668984
0.5158562367864693,0.9993174061433447,0.076715104
0.5160380683820938,0.9993174061433447,0.07673458
0.5162200282087447,0.9993174061433447,0.07677621
0.5164021164021164,0.9993174061433447,0.07687959
0.5165843330980946,0.9993174061433447,0.076921925
0.5167666784327568,0.9993174061433447,0.077004746
0.5169491525423728,0.9993174061433447,0.07705297
0.5171317555634052,0.9993174061433447,0.07742859
0.5173144876325089,0.9993174061433447,0.077502735
0.5174973488865323,0.9993174061433447,0.07761002
0.5176803394625177,0.9993174061433447,0.07785734
0.5178634594977007,0.9993174061433447,0.07796581
0.5180467091295117,0.9993174061433447,0.07800209
0.5182300884955752,0.9993174061433447,0.07811416
0.5184135977337111,0.9993174061433447,0.07824071
0.5185972369819342,0.9993174061433447,0.07828384
0.518781006378455,0.9993174061433447,0.078343846
0.5189649060616802,0.9993174061433447,0.07884083
0.5191489361702127,0.9993174061433447,0.07886532
0.5193330968428521,0.9993174061433447,0.07891412
0.5195173882185947,0.9993174061433447,0.079208426
0.5197018104366348,0.9993174061433447,0.07937872
0.5198863636363636,0.9993174061433447,0.07941264
0.5200710479573712,0.9993174061433447,0.079479866
0.5202558635394456,0.9993174061433447,0.07951922
0.5204408105225737,0.9993174061433447,0.07952184
0.5206258890469416,0.9993174061433447,0.07957353
0.5208110992529349,0.9993174061433447,0.07960937
0.5209964412811388,0.9993174061433447,0.07964015
0.5211819152723389,0.9993174061433447,0.07965178
0.5213675213675214,0.9993174061433447,0.07973526
0.5215532597078731,0.9993174061433447,0.0800217
0.5217391304347826,0.9993174061433447,0.08006182
0.5219251336898396,0.9993174061433447,0.08017059
0.5221112696148359,0.9993174061433447,0.08023635
0.5219407777381377,0.9986348122866894,0.08029806
0.5221270521056388,0.9986348122866894,0.08033108
0.5223134594787576,0.9986348122866894,0.0804192
0.5225,0.9986348122866894,0.08044256
0.5226866738120758,0.9986348122866894,0.08058332
0.5228734810578985,0.9986348122866894,0.08096603
0.5230604218805863,0.9986348122866894,0.08117846
0.5232474964234621,0.9986348122866894,0.08127942
0.5234347048300537,0.9986348122866894,0.08142669
0.5236220472440944,0.9986348122866894,0.08145835
0.5238095238095238,0.9986348122866894,0.081648625
0.5239971346704871,0.9986348122866894,0.08182851
0.5241848799713364,0.9986348122866894,0.08185424
0.5243727598566308,0.9986348122866894,0.08206508
0.5245607744711366,0.9986348122866894,0.082200974
0.5247489239598279,0.9986348122866894,0.08225785
0.5249372084678866,0.9986348122866894,0.082330704
0.5251256281407035,0.9986348122866894,0.082519226
0.5253141831238779,0.9986348122866894,0.08256791
0.5255028735632183,0.9986348122866894,0.08260676
0.525691699604743,0.9986348122866894,0.08262933
0.5255212077641984,0.9979522184300341,0.082712576
0.5257101761956131,0.9979522184300341,0.082887106
0.5255395683453238,0.9972696245733789,0.08295721
0.5257286793810724,0.9972696245733789,0.08330032
0.5259179265658748,0.9972696245733789,0.08330898
0.5261073100468131,0.9972696245733789,0.08343004
0.5259365994236311,0.9965870307167235,0.08343154
0.5261261261261261,0.9965870307167235,0.08345759
0.5263157894736842,0.9965870307167235,0.08346829
0.5265055896141363,0.9965870307167235,0.08356195
0.5266955266955267,0.9965870307167235,0.08365169
0.5268856008661134,0.9965870307167235,0.083704524
0.5270758122743683,0.9965870307167235,0.083738856
0.527266161068978,0.9965870307167235,0.08380143
0.5274566473988439,0.9965870307167235,0.08402969
0.5276472714130828,0.9965870307167235,0.08420038
0.5278380332610267,0.9965870307167235,0.08421256
0.5280289330922242,0.9965870307167235,0.08449657
0.5282199710564399,0.9965870307167235,0.084562406
